,playerID,yearID,teamID,stint,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,nameFirst,nameLast,bats,throws,debut,finalGame,pre1920_percent,1920-41_percent,1942-45_percent,1946-62_percent,1963-76_percent,1977-92_percent,1993-2009_percent,post2009_percent,era_1,era_2,era_3,era_4,era_5,era_6,era_7,era_8,decade_1910,decade_1920,decade_1930,decade_1940,decade_1950,decade_1960,decade_1970,decade_1980,decade_1990,decade_2000,decade_2010,throws_R,bats_R,AVE,OBP,Slug_Percent,OPS,debutYear,currentYear,YRSPRO,AB_chg,R_chg,H_chg,2B_chg,3B_chg,HR_chg,RBI_chg,SB_chg,CS_chg,BB_chg,SO_chg,IBB_chg,HBP_chg,SH_chg,SF_chg,GIDP_chg,AVE_chg,OBP_chg,Slug_chg,OPS_chg,KMeans_label
102845,willsbu01,1982,CHN,1,128,419,64,114,18,4,6,38.0,35.0,10.0,46,76.0,3.0,5.0,2.0,5.0,4.0,Bump,Wills,B,R,1977-04-07,1982,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2720763723150358,0.3473684210526316,0.37708830548926014,0.7244567265418917,1977,1982,5,0.02195121951219514,0.2549019607843137,0.10679611650485432,0.3846153846153846,1.0,2.0,-0.07317073170731703,1.9166666666666665,0.11111111111111116,0.4375,0.5510204081632653,0.5,4.0,-0.6666666666666667,0.0,-0.5,0.08302245290451138,0.14427244582043364,0.2270333750047353,0.18590663349506875,0
102872,willsma01,1972,LAN,1,71,132,16,17,3,1,0,4.0,1.0,1.0,10,18.0,0.0,0.0,10.0,0.0,3.0,Maury,Wills,B,R,1959-06-06,1972,0.0,0.0,0.0,0.2801235839340886,0.7198764160659115,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.12878787878787878,0.19014084507042253,0.16666666666666666,0.3568075117370892,1959,1972,13,-0.7803660565723793,-0.7808219178082192,-0.8994082840236687,-0.7857142857142857,-0.6666666666666667,-1.0,-0.9090909090909091,-0.9333333333333333,-0.875,-0.75,-0.5909090909090908,-1.0,0.0,0.4285714285714286,-1.0,-0.625,-0.5420028689259457,-0.4113821686097445,-0.49410774410774416,-0.4531520386400807,6
102964,wilsoch01,1916,SLN,1,120,355,30,85,8,2,3,32.0,4.0,0.0,20,46.0,0.0,5.0,9.0,0.0,0.0,Chief,Wilson,L,R,1908-04-15,1916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.23943661971830985,0.2894736842105263,0.29859154929577464,0.588065233506301,1908,1916,8,0.02011494252873569,-0.09090909090909094,-0.11458333333333337,-0.3846153846153846,-0.6666666666666667,0.0,-0.17948717948717952,-0.5,-1.0,0.05263157894736836,0.06976744186046502,0.0,0.25,-0.47058823529411764,0.0,0.0,-0.13204225352112675,-0.09752321981424139,-0.20069339111592632,-0.15303176895281767,2
102995,wilsocr03,2007,ATL,1,24,58,6,10,2,0,1,2.0,0.0,0.0,8,25.0,0.0,3.0,0.0,0.0,0.0,Craig,Wilson,R,R,2001-04-22,2007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.1724137931034483,0.30434782608695654,0.25862068965517243,0.5629685157421289,2001,2007,6,-0.7725490196078432,-0.8421052631578947,-0.8529411764705882,-0.8181818181818181,-1.0,-0.9230769230769231,-0.9512195121951219,-1.0,0.0,-0.6666666666666667,-0.7159090909090908,-1.0,-0.4,0.0,-1.0,-1.0,-0.35344827586206895,-0.10264455401165395,-0.45944036178632,-0.31143116619864397,1
103019,wilsodo01,1974,HOU,1,33,63,6,13,5,0,0,5.0,0.0,0.0,0,19.0,0.0,2.0,9.0,1.0,2.0,Don,Wilson,R,R,1966-09-29,1974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.20634920634920634,0.22727272727272727,0.2857142857142857,0.512987012987013,1966,1974,8,-0.20253164556962022,0.5,-0.0714285714285714,0.25,0.0,0.0,0.0,0.0,0.0,-1.0,-0.40625,0.0,0.0,0.5,0.0,1.0,0.16439909297052147,0.21212121212121215,0.25396825396825395,0.23507730364873236,6
103086,wilsoha01,1934,BRO,1,67,172,24,45,5,0,6,27.0,0.0,0.0,40,33.0,0.0,0.0,0.0,0.0,5.0,Hack,Wilson,R,R,1923-09-29,1934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.2616279069767442,0.4009433962264151,0.3953488372093023,0.7962922334357174,1923,1934,11,-0.5222222222222221,-0.41463414634146345,-0.53125,-0.6153846153846154,-1.0,-0.33333333333333337,-0.5,-1.0,0.0,-0.23076923076923073,-0.33999999999999997,0.0,0.0,-1.0,0.0,-0.375,-0.018895348837209225,0.11613972463029065,0.01661129568106312,0.06440216351104544,5
103117,wilsoja02,2012,ATL,1,40,71,4,12,1,1,0,4.0,0.0,0.0,2,12.0,1.0,0.0,3.0,1.0,1.0,Jack,Wilson,R,R,2001-04-03,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.8795269770879527,0.1204730229120473,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.16901408450704225,0.1891891891891892,0.2112676056338028,0.400456794822992,2001,2012,11,-0.5895953757225434,-0.8181818181818181,-0.7209302325581395,-0.875,0.0,0.0,-0.6363636363636364,-1.0,-1.0,-0.7777777777777778,-0.5555555555555556,0.0,0.0,0.0,-0.5,-0.5,-0.32001310186701604,-0.3305613305613305,-0.2833471416735709,-0.3064558926656429,3
103149,wilsoji02,1958,CHA,1,28,51,1,4,0,0,0,0.0,0.0,0.0,4,16.0,0.0,1.0,4.0,0.0,0.0,Jim,Wilson,R,R,1945-04-18,1958,0.0,0.0,0.1016260162601626,0.8983739837398373,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0784313725490196,0.16071428571428573,0.0784313725490196,0.23914565826330533,1945,1958,13,-0.25,-0.75,-0.6,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.4285714285714286,0.1428571428571428,0.0,0.0,0.0,0.0,-1.0,-0.4666666666666667,-0.2909663865546218,-0.5555555555555556,-0.40678849360755975,4
103166,wilsojo03,2015,DET,1,21,38,4,12,3,0,0,5.0,0.0,0.0,0,15.0,0.0,2.0,1.0,0.0,1.0,Josh,Wilson,R,R,2005-09-07,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.3629032258064516,0.6370967741935484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.3157894736842105,0.35,0.39473684210526316,0.7447368421052631,2005,2015,10,-0.4328358208955224,-0.4285714285714286,-0.25,-0.25,0.0,0.0,-0.375,-1.0,0.0,-1.0,0.0714285714285714,0.0,1.0,-0.5,0.0,-0.6666666666666667,0.32236842105263164,0.2894736842105263,0.32236842105263164,0.3067025026089356,3
103197,wilsomo01,1991,TOR,1,86,241,26,58,12,4,2,28.0,11.0,3.0,8,35.0,0.0,5.0,2.0,2.0,4.0,Mookie,Wilson,B,R,1980-09-02,1991,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.24066390041493776,0.27734375,0.34854771784232363,0.6258914678423236,1980,1991,11,-0.5901360544217686,-0.6790123456790124,-0.6282051282051282,-0.6666666666666667,0.0,-0.33333333333333337,-0.4509803921568627,-0.5217391304347826,-0.25,-0.7419354838709677,-0.6568627450980392,0.0,0.0,-0.6666666666666667,-0.5,-0.6,-0.09288222151292691,-0.07601520721925126,-0.01939685123786461,-0.04531894560831029,0
103231,wilsopr01,2007,SLN,1,25,64,6,14,3,0,1,5.0,2.0,1.0,4,17.0,0.0,0.0,0.0,0.0,2.0,Preston,Wilson,R,R,1998-05-07,2007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.21875,0.2647058823529412,0.3125,0.5772058823529411,1998,2007,9,-0.42342342342342343,-0.6666666666666667,-0.4814814814814815,0.0,0.0,-0.875,-0.7058823529411764,-0.6666666666666667,0.0,-0.4285714285714286,-0.37037037037037035,-1.0,-1.0,0.0,0.0,0.0,-0.10069444444444453,-0.11764705882352933,-0.35763888888888895,-0.26609561350313327,1
103242,wilsore01,1960,CLE,2,32,88,5,19,3,0,1,10.0,0.0,0.0,6,7.0,1.0,1.0,1.0,2.0,3.0,Red,Wilson,R,R,1951-09-22,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.2159090909090909,0.26804123711340205,0.2840909090909091,0.5521321462043112,1951,1960,9,-0.6140350877192983,-0.8214285714285714,-0.6833333333333333,-0.8235294117647058,-1.0,-0.75,-0.7142857142857143,-1.0,-1.0,-0.4,-0.6956521739130435,0.0,-0.5,-0.6666666666666667,-0.5,-0.625,-0.17954545454545445,-0.09163802978235969,-0.30351906158357767,-0.21457973924418938,4
103243,wilsore01,1960,DET,1,45,134,17,29,4,0,1,14.0,3.0,0.0,16,14.0,1.0,0.0,0.0,1.0,1.0,Red,Wilson,R,R,1951-09-22,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.21641791044776118,0.2980132450331126,0.26865671641791045,0.5666699614510231,1951,1960,9,0.5227272727272727,2.4,0.5263157894736843,0.33333333333333326,0.0,0.0,0.3999999999999999,0.0,0.0,1.6666666666666665,1.0,0.0,-1.0,-1.0,-0.5,-0.6666666666666667,0.002356637863314859,0.11181864493122773,-0.05432835820895532,0.026330318469325986,4
103282,wilsova01,2006,DET,1,56,152,18,43,9,0,5,18.0,0.0,4.0,2,33.0,0.0,3.0,10.0,1.0,1.0,Vance,Wilson,R,R,1999-04-24,2006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.28289473684210525,0.3037974683544304,0.4407894736842105,0.7445869420386408,1999,2006,7,0.0,0.0,0.43333333333333335,1.25,0.0,0.6666666666666667,-0.052631578947368474,0.0,0.0,-0.8181818181818181,0.26923076923076916,0.0,-0.5,4.0,-0.5,-0.8333333333333334,0.43333333333333335,0.1053056827363319,0.5581395348837208,0.3349868108897258,1
103391,winfida01,1995,CLE,1,46,115,11,22,5,0,2,4.0,1.0,0.0,14,26.0,2.0,1.0,0.0,0.0,5.0,Dave,Winfield,R,R,1973-06-19,1995,0.0,0.0,0.0,0.0,0.16178943827783385,0.7487386478304743,0.08947191389169189,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.19130434782608696,0.2846153846153846,0.28695652173913044,0.571571906354515,1973,1995,22,-0.608843537414966,-0.6857142857142857,-0.7027027027027026,-0.6666666666666667,-1.0,-0.8,-0.9069767441860466,-0.5,-1.0,-0.5483870967741935,-0.4901960784313726,-0.6,0.0,-1.0,-1.0,-0.2857142857142857,-0.23995299647473556,-0.11362637362637373,-0.32507826086956515,-0.23409603549919344,1
103414,wingoal01,1928,DET,1,87,242,30,69,13,2,2,30.0,2.0,2.0,40,17.0,0.0,1.0,4.0,0.0,0.0,Al,Wingo,L,R,1919-09-09,1928,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.28512396694214875,0.38869257950530034,0.38016528925619836,0.7688578687614986,1919,1928,9,0.7664233576642336,1.0,1.15625,0.625,0.0,0.0,0.5,1.0,0.0,0.6000000000000001,0.2142857142857142,0.0,0.0,-0.19999999999999996,0.0,0.0,0.2206869834710743,0.10470522596243259,0.1836964688204359,0.14240018338975013,5
103457,winnihe01,1992,BOS,1,105,234,27,55,8,1,1,14.0,6.0,5.0,10,53.0,0.0,0.0,0.0,0.0,3.0,Herm,Winningham,L,R,1984-09-01,1992,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.23504273504273504,0.26639344262295084,0.2905982905982906,0.5569917332212415,1984,1992,8,0.3846153846153846,0.588235294117647,0.44736842105263164,0.33333333333333326,0.0,0.0,2.5,0.5,0.25,-0.09090909090909094,0.32499999999999996,-1.0,0.0,-1.0,0.0,0.5,0.04532163742690054,-0.02141184342589475,0.0022675736961452753,-0.009198963534871152,0
103477,winnra01,2010,NYA,1,29,61,7,13,0,1,1,8.0,1.0,0.0,8,15.0,0.0,0.0,1.0,1.0,1.0,Randy,Winn,B,R,1998-05-11,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.9324403028538147,0.0675596971461852,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.21311475409836064,0.3,0.29508196721311475,0.5950819672131147,1998,2010,12,-0.8866171003717472,-0.8923076923076922,-0.9078014184397163,-1.0,-0.8,-0.5,-0.8431372549019608,-0.9375,-1.0,-0.8297872340425532,-0.8387096774193549,-1.0,-1.0,-0.6666666666666667,-0.875,-0.8333333333333334,-0.1868387396814325,-0.05714285714285716,-0.16445211389128567,-0.11359298213762592,3
103478,winnra01,2010,SLN,2,87,144,16,36,8,1,3,17.0,5.0,0.0,13,22.0,1.0,1.0,1.0,3.0,4.0,Randy,Winn,B,R,1998-05-11,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.9324403028538147,0.0675596971461852,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.25,0.3105590062111801,0.3819444444444444,0.6925034506556245,1998,2010,12,1.360655737704918,1.2857142857142856,1.7692307692307692,0.0,0.0,2.0,1.125,4.0,0.0,0.625,0.46666666666666656,0.0,0.0,0.0,2.0,3.0,0.17307692307692313,0.035196687370600444,0.2943672839506173,0.1637110327821789,3
103498,wintege01,1908,BOS,1,22,49,4,9,1,0,0,3.0,0.0,0.0,0,10.0,0.0,0.0,0.0,0.0,0.0,George,Winter,R,R,1901-06-15,1908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.1836734693877551,0.1836734693877551,0.20408163265306123,0.3877551020408163,1901,1908,7,-0.4787234042553191,-0.33333333333333337,-0.5714285714285714,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-0.6,0.0,-1.0,-1.0,0.0,0.0,-0.17784256559766753,-0.30062794348508637,-0.1280148423005566,-0.21928840770405966,2
103534,wisede01,2013,CHA,1,30,64,6,15,3,0,1,3.0,1.0,1.0,2,14.0,0.0,0.0,0.0,0.0,1.0,Dewayne,Wise,L,L,2000-04-06,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.5586690017513135,0.4413309982486865,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.234375,0.25757575757575757,0.328125,0.5857007575757576,2000,2013,13,0.049180327868852514,-0.4545454545454546,-0.0625,0.0,-1.0,-0.6666666666666667,-0.625,-0.8571428571428572,0.0,0.0,0.16666666666666674,0.0,0.0,0.0,0.0,0.0,-0.1064453125,-0.09848484848484851,-0.33281249999999996,-0.24670414612997438,3
103690,wittwh01,1926,BRO,1,63,85,13,22,1,1,0,3.0,1.0,0.0,12,6.0,0.0,0.0,2.0,0.0,0.0,Whitey,Witt,L,R,1916-04-12,1926,0.34503950834064967,0.6549604916593503,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.25882352941176473,0.35051546391752575,0.29411764705882354,0.6446331109763492,1916,1926,10,1.125,0.4444444444444444,1.75,-0.5,0.0,0.0,0.0,0.0,-1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2941176470588236,0.1516936671575846,-0.019607843137254832,0.06665910449323964,5
103702,wockejo01,1985,PHI,1,32,37,1,6,0,0,0,2.0,0.0,0.0,8,7.0,1.0,0.0,0.0,0.0,3.0,John,Wockenfuss,R,R,1974-08-11,1985,0.0,0.0,0.0,0.0,0.12148337595907928,0.8785166240409207,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.16216216216216217,0.3111111111111111,0.16216216216216217,0.4732732732732733,1974,1985,11,-0.7944444444444445,-0.95,-0.8846153846153846,-1.0,-1.0,-1.0,-0.9166666666666666,-1.0,0.0,-0.7333333333333334,-0.7083333333333333,0.0,0.0,-1.0,0.0,-0.25,-0.43866943866943864,-0.2032520325203252,-0.6108108108108108,-0.41364373222780304,0
103733,wohlfji01,1986,MON,1,70,94,10,25,4,2,1,11.0,0.0,2.0,9,17.0,3.0,0.0,2.0,1.0,2.0,Jim,Wohlford,R,R,1972-09-01,1986,0.0,0.0,0.0,0.0,0.34107883817427387,0.6589211618257261,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.26595744680851063,0.3269230769230769,0.3829787234042553,0.7099018003273323,1972,1986,14,-0.248,0.4285714285714286,0.04166666666666674,-0.19999999999999996,1.0,0.0,-0.2666666666666667,0.0,0.0,-0.4375,-0.05555555555555558,-0.4,0.0,1.0,0.0,1.0,0.38519503546099276,0.15240384615384617,0.4080100125156445,0.27751881057476324,0
103832,wolteha01,1917,CHN,1,117,353,44,88,15,7,0,28.0,7.0,0.0,38,40.0,0.0,1.0,9.0,0.0,0.0,Harry,Wolter,L,R,1907-05-14,1917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.24929178470254956,0.3239795918367347,0.3314447592067989,0.6554243510435336,1907,1917,10,-0.16941176470588237,-0.16981132075471694,-0.18518518518518523,-0.16666666666666663,0.16666666666666674,-1.0,-0.34883720930232553,-0.46153846153846156,0.0,-0.525,-0.19999999999999996,0.0,-0.75,-0.25,0.0,0.0,-0.018990662050152096,-0.14111660289115646,-0.021777620396600472,-0.08464600286971646,2
103849,wolveha01,1912,NYA,1,34,50,6,15,1,1,0,4.0,1.0,0.0,2,0.0,0.0,1.0,1.0,0.0,0.0,Harry,Wolverton,B,R,1898-09-25,1912,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.3,0.33962264150943394,0.36,0.699622641509434,1898,1912,14,-0.8920086393088553,-0.8421052631578947,-0.8557692307692308,-0.9333333333333333,-0.8571428571428572,-1.0,-0.9272727272727272,-0.9,0.0,-0.9130434782608696,-1.0,0.0,-0.9,-0.8888888888888888,0.0,0.0,0.335576923076923,0.2295827021071477,0.19913669064748207,0.21372570634454013,2
103892,woodal02,2018,LAN,1,33,44,1,2,0,0,0,0.0,1.0,0.0,0,25.0,0.0,0.0,6.0,0.0,0.0,Alex,Wood,R,L,2013-05-30,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.09090909090909091,2013,2018,5,-0.15384615384615385,0.0,-0.33333333333333337,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-0.13793103448275867,0.0,0.0,0.5,0.0,-1.0,-0.21212121212121215,-0.509090909090909,-0.21212121212121215,-0.39508832399827654,3
104008,woodjo02,1922,CLE,1,142,505,74,150,33,8,8,92.0,5.0,1.0,50,63.0,0.0,6.0,22.0,0.0,0.0,Smoky Joe,Wood,R,R,1908-08-24,1922,0.6044117647058823,0.39558823529411763,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.297029702970297,0.3672014260249554,0.4415841584158416,0.808785584440797,1908,1922,14,1.6030927835051547,1.3125,1.112676056338028,1.0625,0.6000000000000001,1.0,0.5333333333333334,1.5,0.0,1.0,2.7058823529411766,0.0,0.0,1.2000000000000002,0.0,0.0,-0.1883977130107377,-0.16232174688057044,-0.21406122263602512,-0.1913857079526603,5
104050,woodlge01,1962,NYN,2,81,190,18,52,8,1,5,24.0,0.0,0.0,24,22.0,3.0,1.0,0.0,3.0,5.0,Gene,Woodling,L,R,1943-09-23,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.2736842105263158,0.3532110091743119,0.4052631578947368,0.7584741670690487,1943,1962,19,-0.4444444444444444,-0.5384615384615384,-0.514018691588785,-0.5,-0.75,-0.5,-0.5789473684210527,-1.0,0.0,-0.52,-0.08333333333333337,0.0,-0.5,-1.0,2.0,-0.5,-0.12523364485981303,-0.12252610928394203,-0.13913043478260878,-0.13147690378851273,4
104051,woodlge01,1962,WS2,1,44,107,19,30,4,0,5,16.0,1.0,0.0,24,5.0,4.0,2.0,1.0,0.0,1.0,Gene,Woodling,L,R,1943-09-23,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.2803738317757009,0.42105263157894735,0.45794392523364486,0.8789965568125921,1943,1962,19,-0.4368421052631579,0.05555555555555558,-0.42307692307692313,-0.5,-1.0,0.0,-0.33333333333333337,0.0,0.0,0.0,-0.7727272727272727,0.33333333333333326,1.0,0.0,-1.0,-0.8,0.024442846872753332,0.19207108680792895,0.1299915038232795,0.15890111354652303,4
104075,woodsal01,1986,MIN,1,23,28,5,9,1,0,2,8.0,0.0,0.0,3,5.0,0.0,0.0,0.0,1.0,0.0,Al,Woods,L,L,1977-04-07,1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.32142857142857145,0.375,0.5714285714285714,0.9464285714285714,1977,1986,9,-0.8606965174129353,-0.75,-0.8085106382978724,-0.9090909090909091,-1.0,-0.33333333333333337,-0.6666666666666667,-1.0,-1.0,-0.8571428571428572,-0.75,-1.0,0.0,0.0,-0.6666666666666667,-1.0,0.37462006079027366,0.2408088235294117,0.6645962732919255,0.4661813497364826,0
104091,woodsga01,1985,CHN,1,81,82,11,20,3,0,0,4.0,0.0,1.0,14,18.0,0.0,0.0,1.0,0.0,2.0,Gary,Woods,R,R,1976-09-14,1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.24390243902439024,0.3541666666666667,0.2804878048780488,0.6346544715447155,1976,1985,9,-0.16326530612244894,-0.15384615384615385,-0.13043478260869568,-0.25,-1.0,-1.0,-0.6,-1.0,0.0,-0.06666666666666665,-0.1428571428571429,0.0,0.0,-0.5,-1.0,-0.33333333333333337,0.03923647932131491,0.06250000000000022,-0.2766367137355583,-0.11986596870685662,0
104113,woodsro01,1974,MON,1,90,127,15,26,0,0,1,12.0,6.0,5.0,17,17.0,1.0,1.0,4.0,2.0,3.0,Ron,Woods,R,R,1969-04-22,1974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.2047244094488189,0.29931972789115646,0.2283464566929134,0.5276661845840699,1969,1974,5,-0.60062893081761,-0.6666666666666667,-0.6438356164383562,-1.0,-1.0,-0.6666666666666667,-0.6129032258064516,-0.5,-0.16666666666666663,-0.6964285714285714,-0.5,-0.6666666666666667,0.0,-0.6,1.0,0.0,-0.10818681911336425,-0.1298845119443125,-0.26652350274397507,-0.19479708099286797,6
104187,woodwwo01,1971,CIN,1,136,273,22,66,9,1,0,18.0,4.0,0.0,27,28.0,4.0,0.0,8.0,1.0,8.0,Woody,Woodward,R,R,1963-09-09,1971,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.24175824175824176,0.3089700996677741,0.28205128205128205,0.5910213817190562,1963,1971,8,0.03409090909090917,-0.04347826086956519,0.11864406779661008,0.125,-0.6666666666666667,-1.0,0.2857142857142858,3.0,-1.0,0.3500000000000001,0.33333333333333326,-0.33333333333333337,-1.0,0.0,-0.6666666666666667,0.6000000000000001,0.08176569193518346,0.10237480004921862,-0.020242914979757165,0.040245624703264316,6
104212,workmch01,1946,BSN,1,25,48,5,8,2,0,2,7.0,0.0,0.0,3,11.0,0.0,1.0,1.0,0.0,1.0,Chuck,Workman,L,R,1938-09-18,1946,0.0,0.0,0.8388349514563107,0.16116504854368932,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.16666666666666666,0.23076923076923078,0.3333333333333333,0.5641025641025641,1938,1946,8,-0.9066147859922179,-0.935064935064935,-0.9432624113475178,-0.875,-1.0,-0.92,-0.9195402298850575,-1.0,0.0,-0.9411764705882353,-0.8103448275862069,0.0,-0.8333333333333334,-0.8888888888888888,0.0,-0.875,-0.39243498817966915,-0.33449883449883444,-0.2740112994350282,-0.30003755179632885,4
104213,workmch01,1946,PIT,2,58,145,11,32,4,1,2,16.0,2.0,0.0,11,19.0,0.0,1.0,4.0,0.0,3.0,Chuck,Workman,L,R,1938-09-18,1946,0.0,0.0,0.8388349514563107,0.16116504854368932,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2206896551724138,0.2802547770700637,0.30344827586206896,0.5837030529321326,1938,1946,8,2.0208333333333335,1.2000000000000002,3.0,1.0,0.0,0.0,1.2857142857142856,0.0,0.0,2.6666666666666665,0.7272727272727273,0.0,0.0,3.0,0.0,2.0,0.32413793103448274,0.2144373673036093,-0.08965517241379306,0.03474632110696252,4
104375,wrighge03,1986,MON,2,56,117,12,22,5,2,0,5.0,1.0,1.0,11,28.0,0.0,1.0,1.0,3.0,3.0,George,Wright,B,R,1982-04-10,1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.18803418803418803,0.25757575757575757,0.26495726495726496,0.5225330225330225,1982,1986,4,-0.6776859504132231,-0.4285714285714286,-0.6811594202898551,-0.6153846153846154,0.0,-1.0,-0.7222222222222222,-0.75,-0.8571428571428572,-0.56,-0.4285714285714286,-1.0,0.0,-0.6666666666666667,0.5,-0.6666666666666667,-0.010776662950576,0.06866537717601551,0.09294871794871784,0.08084217293474749,0
104376,wrighge03,1986,TEX,1,49,106,10,23,3,1,2,7.0,3.0,5.0,4,23.0,1.0,1.0,0.0,1.0,2.0,George,Wright,B,R,1982-04-10,1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2169811320754717,0.25,0.32075471698113206,0.570754716981132,1982,1986,4,-0.09401709401709402,-0.16666666666666663,0.045454545454545414,-0.4,-0.5,0.0,0.3999999999999999,2.0,4.0,-0.6363636363636364,-0.1785714285714286,0.0,0.0,-1.0,-0.6666666666666667,-0.33333333333333337,0.1539451114922814,-0.02941176470588236,0.21059038344491787,0.09228449182857545,0
