,y_true,lrpreds,ridgepreds,lassopreds,enetpreds,rfpreds,playerID,nameFirst,nameLast
23800,7.0,1.6363334655761719,10.44438036480588,12.444214165098249,15.29253648043327,4.34,diazal01,Alex,Diaz
23818,8.0,9.206392288208008,22.619749466877614,22.05530388252599,20.29771171010945,9.25,diazbo01,Bo,Diaz
23874,6.0,9.381218910217285,19.038600884297246,19.752167442244613,19.743769533002755,6.82,diazma01,Mario,Diaz
23931,10.0,20.784615516662598,39.75249852081675,40.499900211839055,41.5468090126904,21.11,dickebi01,Bill,Dickey
23949,6.0,6.509760856628418,20.8679966183874,22.072789964969168,24.954404154734064,9.63,dickech01,Chris,Dickerson
24061,4.0,7.076132774353027,14.927538149376918,15.980458299731747,22.99489121663147,10.13,dierich01,Chuck,Diering
24107,24.0,20.431838035583496,52.54980235190086,46.239545311913275,55.03136954405627,25.8,dietzdi01,Dick,Dietz
24176,20.0,20.75472354888916,45.08248540168499,41.09158268499431,38.77488228941031,18.6,dillibo01,Bob,Dillinger
24209,6.0,5.982974052429199,16.84915153682111,15.92218898624537,17.51209698416163,6.64,dilonmi01,Miguel,Dilone
24210,1.0,2.4739809036254883,8.499565759568164,8.823530894404492,12.373321019100246,3.08,dilonmi01,Miguel,Dilone
24234,71.0,62.13176918029785,159.41004953341172,144.6874137993941,124.08510723288803,74.19,dimagjo01,Joe,DiMaggio
24403,2.0,3.298539161682129,10.092175290479606,11.794586127713298,12.508721304536895,2.81,dobbsgr01,Greg,Dobbs
24410,36.0,41.98262882232666,74.7211179182497,78.57019500492791,70.79965611075482,48.8,dobbsjo01,John,Dobbs
24463,9.0,7.244523048400879,14.55202160541796,14.78260631508271,15.864515213969465,4.29,dobyla01,Larry,Doby
24493,73.0,58.850454330444336,149.02617219090035,134.66623585825235,116.86937258465294,66.3,doerrbo01,Bobby,Doerr
24503,6.0,9.704320907592773,11.429034554055434,12.085001704537177,13.339263980492532,5.21,dohened01,Ed,Doheny
24529,39.0,38.48094940185547,47.36457142029228,53.71964609865141,68.68748063286753,38.49,dolanco01,Cozy,Dolan
24608,28.0,25.22754955291748,36.87670104342976,40.733454514219574,39.842505623401166,26.26,donahji02,Jiggs,Donahue
24628,2.0,6.592710494995117,11.632180277547292,12.647015057425254,11.787253164098694,3.76,donahre01,Red,Donahue
24681,3.0,3.9266395568847656,3.1632473567392623,9.817168755437791,15.882300161498527,4.84,donlimi01,Mike,Donlin
24708,16.0,10.787182807922363,31.526310021945417,32.13683676492891,34.48515272590389,16.76,donnech01,Chris,Donnels
24843,18.0,21.807445526123047,36.74993433131698,39.27831476191246,33.40212639455868,24.35,doolami01,Mickey,Doolin
24874,6.0,7.726738929748535,13.666091697932998,15.799961625462686,19.146395736532536,7.06,doranbi02,Bill,Doran
25017,32.0,32.12428665161133,45.44656798168411,52.77227848488202,60.32282395925268,32.9,doughpa01,Patsy,Dougherty
25043,5.0,10.049503326416016,14.279595301717688,14.82695491907235,16.423828030804536,4.97,douglph01,Phil,Douglas
25059,17.0,11.752679824829102,36.90369014795852,39.394792922126435,30.474498268992583,14.6,doumiry01,Ryan,Doumit
25071,5.0,14.445606231689453,17.165106149280607,19.16319233216833,26.421065980272818,11.62,douthta01,Taylor,Douthit
25091,52.0,44.040133476257324,93.69106952030296,95.19178440974588,81.46848215862082,51.91,dowdto01,Tommy,Dowd
25108,19.0,20.817927360534668,36.92402893654473,40.15222667497436,35.746191627763494,21.71,downeto01,Tom,Downey
25146,39.0,45.50392436981201,92.89290041403277,92.25648792325683,92.41131285234209,46.48,downibr01,Brian,Downing
25211,49.0,36.640156745910645,70.8550217458388,61.37915970553103,66.68529748101301,34.0,doylede01,Denny,Doyle
25256,50.0,44.44234561920166,81.61624532463611,80.18403740603893,78.58395042122878,47.96,doylela01,Larry,Doyle
25440,22.0,19.585875511169434,48.85886187286949,51.912962871955514,43.54109918357034,21.63,drewjd01,J. D.,Drew
25466,17.0,13.026294708251953,28.840306058968576,29.008418328275905,30.977589884430948,13.04,drewst01,Stephen,Drew
25491,11.0,7.246197700500488,18.82630657965243,18.686642613481716,20.39681912601883,7.28,driesda01,Dan,Driessen
25497,24.0,20.08395767211914,33.987811024610245,40.41682200494926,37.81940843623617,24.01,drillle01,Lew,Drill
25593,2.0,7.159664154052734,8.32498094254619,11.616049415162024,11.830623927848201,2.83,dubucje01,Jean,Dubuc
25608,8.0,3.697643280029297,16.158722600107453,16.924057893596608,23.894985691346072,8.9,duceyro01,Rob,Ducey
25609,4.0,-0.43582725524902344,8.542124512941761,8.71052513353203,16.663806014523587,4.93,duceyro01,Rob,Ducey
25847,17.0,21.122453689575195,52.44565747680325,46.40758347798817,41.50738326605012,19.9,duncada01,Dave,Duncan
25865,13.0,13.633855819702148,27.651932027031172,27.58953530162029,28.279359850279775,11.31,duncama01,Mariano,Duncan
25866,12.0,9.36841106414795,20.178082559012683,20.026837614329548,23.9133778932574,10.7,duncama01,Mariano,Duncan
25873,37.0,42.86891841888428,91.6291351519152,90.37232922987404,83.18168531429565,48.94,duncapa01,Pat,Duncan
25880,6.0,0.6409111022949219,15.887843674122461,16.590539224990863,19.16323982888437,6.74,duncash01,Shelley,Duncan
25942,54.0,55.7988224029541,121.9940320283028,130.73497560049935,121.0263297684771,58.85,dunnad01,Adam,Dunn
25943,10.0,2.7053327560424805,17.39951497730891,18.115343392929393,19.190679944645503,6.71,dunnad01,Adam,Dunn
25972,19.0,25.536653518676758,45.473247125842235,48.6839962679905,48.720792865907356,23.3,dunnja01,Jack,Dunn
26015,9.0,11.368062973022461,24.412496298936524,24.092423050503115,23.61514814959182,10.09,dunstsh01,Shawon,Dunston
26038,16.0,14.956226348876953,40.12926694914544,39.49958148218752,35.90682387097528,16.33,durazer01,Erubiel,Durazo
26114,13.0,14.419870376586914,32.63179108428364,31.631389592446876,41.86486326267721,20.3,durhara01,Ray,Durham
26115,32.0,31.74801731109619,59.02611866688176,59.070807554386754,70.39842113992266,34.71,durhara01,Ray,Durham
26153,24.0,34.44730472564697,64.7795565696736,64.4520932347572,64.55510571678059,38.75,durstce01,Cedric,Durst
26171,3.0,4.027348518371582,11.93807507222131,12.289295146307225,15.89863009448256,4.03,dusaker01,Erv,Dusak
26179,0.0,-1.8718290328979492,8.910136230840678,9.458179289421011,10.386451650733719,3.89,duvalad01,Adam,Duvall
26180,61.0,38.67039203643799,100.58751959307736,96.58528609588333,87.50078322103728,43.34,duvalad01,Adam,Duvall
26225,5.0,3.9374961853027344,15.252840982998322,14.338137682705856,15.037688334464569,5.43,dwyerji01,Jim,Dwyer
26254,81.0,78.65585041046143,180.19707434373416,174.89948820587128,161.47293434849394,80.23,dyeje01,Jermaine,Dye
26327,13.0,15.533804893493652,37.40962195316407,36.7534991253108,41.10378528675347,18.35,dykstle01,Lenny,Dykstra
26387,11.0,14.139836311340332,29.916715153186956,29.830026155624655,29.96193704862784,14.38,earlyja01,Jake,Early
26416,44.0,35.27384567260742,76.8739863532758,75.36606993266813,71.95225914197205,34.37,easleda01,Damion,Easley
26433,21.0,21.217530250549316,47.91052062268276,46.252709773354354,43.65227997525864,19.92,easlemi01,Mike,Easler
26434,10.0,11.89037799835205,24.11240283430228,23.669902466710568,24.895860356360593,9.4,easlemi01,Mike,Easler
26481,32.0,35.626776695251465,61.698930436840214,67.38753068043727,58.05902176937295,32.9,eastete01,Ted,Easterly
26547,21.0,18.920893669128418,42.99965381545399,42.509023382902015,44.83252597905155,21.32,echevan01,Angel,Echevarria
26594,29.0,35.91154098510742,52.59159172056586,54.11562977924049,59.32547378976032,30.91,eckstda01,David,Eckstein
26663,20.0,31.99849510192871,66.75012114805091,66.76374448961246,69.80954677085687,34.48,edmonji01,Jim,Edmonds
26693,6.0,9.44416332244873,13.960751593114168,14.237921552224293,16.44656303819262,5.79,edwardo01,Doc,Edwards
26712,9.0,6.078312873840332,17.13430581777199,16.882631111808074,15.687619113827878,6.58,edwarha01,Hank,Edwards
26733,10.0,12.50378131866455,28.40739794497426,26.341270575606494,27.30346577840374,11.35,edwarjo01,Johnny,Edwards
26775,16.0,24.230591773986816,36.778643869169,40.055883101314414,37.67765227384003,23.22,egandi01,Dick,Egan
26791,3.0,6.853061676025391,11.19560079552981,11.440856816137995,19.766582251132185,6.55,eganto01,Tom,Egan
26929,7.0,6.961581230163574,14.721362262553857,15.977522998961778,16.972207617848866,6.03,eisenji01,Jim,Eisenreich
26930,6.0,7.160519599914551,16.14715968186264,16.3499402254625,18.659858623627716,8.95,eisenji01,Jim,Eisenreich
26965,1.0,11.05018138885498,15.198589471992676,15.362999890540241,14.156187003800234,4.1,elberki01,Kid,Elberfeld
27011,14.0,16.805889129638672,29.89993774053214,30.19842761505783,27.33529214978868,9.05,ellerfr01,Frank,Ellerbe
27012,2.0,10.817319869995117,17.185266810062426,18.525931143685252,16.55422209555696,6.57,ellerfr01,Frank,Ellerbe
27044,32.0,24.4160099029541,61.60672626402253,56.98550346517186,50.23121073798352,27.9,elliobo01,Bob,Elliott
27045,29.0,20.795116424560547,57.16511742186199,53.13811740162056,48.37749263099866,24.57,elliobo01,Bob,Elliott
27097,15.0,14.875764846801758,34.497355728319604,34.861721440881894,37.165117420659705,17.0,ellisaj01,A. J.,Ellis
27142,7.0,2.7513504028320312,14.718479325594728,14.107984213663478,15.82269663420815,5.12,ellisjo01,John,Ellis
27155,12.0,8.732115745544434,26.770256960795983,25.754100347640545,22.98112138776851,10.76,ellisma01,Mark,Ellis
27184,39.0,38.08433532714844,64.19734984373179,66.94686936117543,75.26517506192711,40.02,ellsbja01,Jacoby,Ellsbury
27223,32.0,31.271909713745117,91.3475089497392,87.91003248841992,69.28667912816987,34.7,elsteke01,Kevin,Elster
27249,62.0,31.61814785003662,55.29513531608002,58.483620066987164,47.82266753161943,29.13,elybo01,Bones,Ely
27328,47.0,42.756272315979004,89.96636466536856,89.69315756061545,87.38887085324274,44.95,encarju01,Juan,Encarnacion
27365,8.0,6.7612104415893555,18.696484401388485,18.71804268322783,20.49396876874372,7.52,engleda01,Dave,Engle
27390,7.0,12.631921768188477,15.043553061272025,15.193531118842309,18.240534486254447,8.89,engliwo01,Woody,English
27404,7.0,10.92331314086914,27.01483551711263,26.291723836830627,25.51566336164189,10.54,ennisde01,Del,Ennis
27425,4.0,3.4881229400634766,11.190008763216092,12.57978563500616,14.857311444276824,5.04,ensbemo01,Morgan,Ensberg
27582,11.0,11.520761489868164,30.206820995289647,29.54352300174993,32.00728386203668,14.22,erstada01,Darin,Erstad
27630,34.0,43.30882930755615,73.39597819337364,74.57597574462773,82.33990652267042,42.66,escobal02,Alcides,Escobar
27668,31.0,38.741817474365234,70.54550827062366,76.5309610164636,78.35519864983601,45.75,escobyu01,Yunel,Escobar
27701,7.0,6.3023576736450195,10.360555882172953,11.02287507278573,12.297052020840948,3.52,espinal01,Alvaro,Espinoza
27709,29.0,14.110237121582031,43.32355274776083,47.971567823594924,42.23464442904568,23.14,espinda01,Danny,Espinosa
27749,5.0,7.310676574707031,14.119485735473642,16.447764466123118,20.944679070848473,8.74,espyce01,Cecil,Espy
27758,27.0,23.70930767059326,59.50717018584558,53.06167647865716,51.33869697014606,24.32,essegch01,Chuck,Essegian
27771,10.0,15.340564727783203,32.78537079881702,31.200688244389234,35.07842982806923,15.87,essiaji01,Jim,Essian
27843,4.0,1.3917303085327148,6.945337370755581,8.360651061011332,8.98623964572013,1.6,estrajo01,Johnny,Estrada
27894,3.0,-0.13687801361083984,14.613296904927438,13.807581897493936,18.141110824371104,6.84,ethiean01,Andre,Ethier
27919,14.0,16.65540885925293,46.15578762062364,45.329401280437494,41.38920641318954,19.78,eusebto01,Tony,Eusebio
27969,39.0,35.20992660522461,97.02725841474052,90.98671482386743,73.8131587438831,32.14,evansda01,Darrell,Evans
27989,38.0,32.200222969055176,72.6877479146606,70.8825031883755,68.44548915496064,31.84,evansdw01,Dwight,Evans
28007,20.0,24.36843204498291,36.7597131290271,38.608647248696684,41.042085465471835,22.66,evansjo01,Joe,Evans
28032,37.0,39.220444679260254,69.45099053052274,75.71396195691439,73.35012369609574,44.29,evansst01,Steve,Evans
28033,30.0,32.709290504455566,52.17805546991889,61.221030299374114,65.75236624234472,37.22,evansst01,Steve,Evans
28062,1.0,4.302578926086426,9.434417535923078,11.153766623086845,12.848291237132308,3.38,everead01,Adam,Everett
28078,33.0,33.13443374633789,88.38288287422166,87.25441040307692,67.24586605300047,34.09,evereca01,Carl,Everett
28085,8.0,11.559706687927246,19.05043255687179,22.172140738188965,22.690472930472488,10.98,everibi01,Bill,Everitt
28107,4.0,11.924201011657715,26.337239752755252,23.790884203846918,23.294389983623027,10.73,eversho01,Hoot,Evers
28233,8.0,5.070422172546387,9.938906085839719,11.776418809628229,12.981404869300018,4.42,fabrejo01,Jorge,Fabregas
28234,14.0,6.90543270111084,31.872330661690718,30.653101843409093,25.402355441901527,11.71,fabrejo01,Jorge,Fabregas
28292,8.0,10.865446090698242,24.172074718257903,24.81803880108009,28.799194877021204,12.48,fainfe01,Ferris,Fain
28293,23.0,18.120739936828613,44.90283406128053,39.48791881003031,45.94812634998246,20.85,fainfe01,Ferris,Fain
28326,40.0,33.99594211578369,90.47126938863437,81.6663478318254,67.8442148760531,33.94,fairlro01,Ron,Fairly
28342,2.0,3.0311670303344727,9.581013566127297,10.696819646235696,12.457829123568864,3.84,falcope01,Pete,Falcone
28354,28.0,26.23642921447754,57.26587104011328,54.4105046810472,50.11090764813068,22.63,falkbi01,Bibb,Falk
28680,11.0,11.200407028198242,23.012697853547834,23.05364192879048,26.886674299051208,12.79,febleca01,Carlos,Febles
28711,13.0,8.904011726379395,13.304975856452682,16.31849989303751,18.017531889801766,7.28,feldemi01,Mike,Felder
28747,57.0,43.70910358428955,75.2614194125457,78.08560169589899,83.62081869671414,47.18,felixgu01,Gus,Felix
28755,49.0,54.39345645904541,128.8126591745961,123.38703768014275,119.27950100632364,57.36,felixju01,Junior,Felix
28781,31.0,29.05363941192627,55.81520361753603,60.12749932878643,52.059024311357476,31.19,felizpe01,Pedro,Feliz
28782,9.0,7.80733585357666,17.467118322064316,19.523187164434376,18.00854026847458,5.32,felizpe01,Pedro,Feliz
28807,115.0,97.45726585388184,183.4428470342827,185.8102575882162,199.168853530239,103.86,felscha01,Happy,Felsch
28915,9.0,11.318245887756348,25.17916342589119,24.37237817901437,25.47872120636243,12.2,fernach01,Chico,Fernandez
28981,3.0,7.152580261230469,15.304509710799636,15.363252586563469,17.60740013700938,6.9,fernato01,Tony,Fernandez
28982,12.0,10.495121002197266,21.63025996102746,21.000928957531332,25.68476447862811,8.46,fernato01,Tony,Fernandez
28990,5.0,1.9101371765136719,10.856333476312088,10.970116388926101,13.409350225714917,4.4,ferraal01,Al,Ferrara
29029,12.0,19.75205421447754,29.72448511170822,28.294153105912056,38.238293076800645,18.08,ferreri01,Rick,Ferrell
29068,58.0,42.74734020233154,86.93766502993347,90.53821318087438,72.98755985809572,45.12,ferriho01,Hobe,Ferris
29144,16.0,16.368706703186035,37.096201762431036,38.463246790792816,38.881314662195635,17.72,fickro01,Robert,Fick
29167,68.0,58.10340404510498,138.79154425749152,132.916791950161,127.04864333543301,59.06,fieldce01,Cecil,Fielder
29215,44.0,37.75732231140137,83.38507886545867,86.41174171345631,76.89963000741383,43.2,fieldpr01,Prince,Fielder
29276,1.0,2.668088912963867,10.694994337399127,11.355995800641583,16.71099503049656,7.08,figgich01,Chone,Figgins
29373,10.0,13.766584396362305,28.977226185343895,27.094298406764544,31.210529806525024,13.77,finigji01,Jim,Finigan
29419,2.0,5.234189033508301,17.66774824010378,18.36944268409255,16.20287383297781,6.64,finlest01,Steve,Finley
29539,25.0,30.24266242980957,50.125199950943994,56.23029510895704,49.40783720135434,23.9,fischwi01,William,Fischer
29619,2.0,1.8134613037109375,7.494320625031094,8.34910234391928,8.483933022131822,1.63,fisheja01,Jack,Fisher
29633,3.0,12.907561302185059,15.578599652000719,14.287970424380433,14.662082289535409,4.98,fishera01,Ray,Fisher
29665,4.0,6.271603584289551,11.149126354627647,14.197990724247848,14.428518805779976,4.41,fiskca01,Carlton,Fisk
29701,4.0,14.319642066955566,32.71412961191447,31.007873748061147,32.041632752368244,12.79,fitzged01,Ed,Fitz Gerald
29722,17.0,16.798203468322754,46.6868393181735,44.830826985955596,35.856536847471986,15.16,fitzgmi02,Mike,Fitzgerald
29776,28.0,26.62105941772461,43.78780725267361,44.150850774587745,43.786786033782775,26.89,flackma01,Max,Flack
29794,21.0,24.008267402648926,50.886973466606946,50.21286288948404,47.79953120135236,24.12,flagsir01,Ira,Flagstead
29811,11.0,11.210148811340332,27.664854925421096,28.03139407757248,25.84209946901982,12.28,flahejo01,John,Flaherty
29823,20.0,15.296031951904297,21.021337795493466,26.084363728762185,29.571641028333154,13.09,flahepa02,Patsy,Flaherty
29830,13.0,9.457460403442383,29.9159602292934,30.608213278017203,31.385709718453395,14.4,flahery01,Ryan,Flaherty
29872,8.0,10.358366966247559,20.472987725428204,20.84218646518933,22.298585844040453,8.19,flannti01,Tim,Flannery
29901,7.0,4.424223899841309,11.370495573719566,10.82961959478694,16.423234158080586,5.51,flemile01,Les,Fleming
29921,53.0,51.992483139038086,103.44445467407027,104.68945028629801,89.13766523561893,56.22,fletcar01,Art,Fletcher
29936,22.0,15.60239028930664,37.99585284776707,37.96335503652392,32.978432114485216,15.34,fletcda01,Darrin,Fletcher
29950,51.0,60.69522571563721,111.13249087192324,112.01427616758778,123.5474696452867,68.29,fletcel01,Elbie,Fletcher
29973,17.0,18.288458824157715,32.91815953942403,33.412952444527875,35.717458930566,16.2,fletcsc01,Scott,Fletcher
29991,7.0,12.237611770629883,13.550452034176086,17.221568326317325,22.795212103302653,9.94,flickel01,Elmer,Flick
30050,26.0,26.135244369506836,58.32131035402034,61.65045466794996,53.15912718130538,28.68,floreje02,Jesus,Flores
30095,5.0,3.0601272583007812,17.152214351098674,17.765260204324086,25.51826811675446,10.93,floripe01,Pedro,Florimon
30195,2.0,9.992070198059082,16.448795716366696,16.612194848395358,18.345919938256266,5.81,flynndo01,Doug,Flynn
30317,11.0,7.759949684143066,18.852540402823344,19.39915732812397,20.00479376227204,8.25,fondyde01,Dee,Fondy
30330,15.0,10.466426849365234,22.13332724487745,21.529885630656217,21.64983552581272,9.12,fonsele01,Lew,Fonseca
30341,5.0,8.275795936584473,15.356816558410316,18.574573748347653,21.73084417461653,7.65,fontemi01,Mike,Fontenot
30417,1.0,5.32058048248291,14.256042657401764,14.997868105486042,17.21826227400446,5.35,fordda01,Dan,Ford
30451,4.0,5.247993469238281,19.112745166645386,21.56892065822252,22.474156645505015,8.54,fordle01,Lew,Ford
30459,4.0,9.89326000213623,7.32036866143158,11.772875329111574,22.74627022428046,7.48,fordru01,Russ,Ford
30493,9.0,10.797637939453125,26.30658020689777,27.334232211178133,26.62186743567687,11.49,fordybr01,Brook,Fordyce
30548,2.0,6.06661319732666,9.653233512717897,10.889733319268998,9.567510522926032,1.98,forscbo01,Bob,Forsch
30670,4.0,12.627727508544922,16.277039909092675,18.01368518140916,16.205272083120096,6.51,fosteed02,Eddie,Foster
30695,38.0,35.302528381347656,90.91641621098607,84.61677679475298,73.97372489648541,32.36,fostege01,George,Foster
30744,5.0,15.872340202331543,15.49011998886791,13.536557679018433,16.926685374989447,5.2,fothebo01,Bob,Fothergill
30779,53.0,53.61751079559326,117.02848944038976,113.3997354528197,97.57530293479299,51.86,fournja01,Jack,Fournier
30843,1.0,-1.9646682739257812,8.477390821845177,10.380920112081942,9.607895797574027,2.48,foxan01,Andy,Fox
30908,1.0,8.61302661895752,11.597517562325582,11.56434759292814,15.278666601074121,4.35,foxne01,Nellie,Fox
30923,20.0,16.141254425048828,28.408618780415118,27.920284807862075,24.26626954000185,11.3,foxpe01,Pete,Fox
30952,38.0,32.44547176361084,74.83219249700038,74.2726483219879,66.7362464024136,28.42,foxxji01,Jimmie,Foxx
30958,11.0,13.340543746948242,27.397631855742418,26.351717733092116,31.2820337215149,14.05,foyjo01,Joe,Foy
30985,1.0,-2.8502254486083984,9.12637402264344,10.734030745931516,10.311602569360687,2.74,francbe01,Ben,Francisco
31029,33.0,28.70601749420166,67.83173248272813,70.51444636467762,60.84236935286795,32.15,francje02,Jeff,Francoeur
31030,1.0,6.085684776306152,10.938547747827478,12.45503970442429,19.41642448007412,4.81,francje02,Jeff,Francoeur
31076,8.0,3.547530174255371,16.03900537566644,15.23985975741467,16.872880668327255,5.69,francju01,Julio,Franco
31083,43.0,44.10490894317627,91.63811188016854,99.03477549302974,98.37049247348216,49.65,francju02,Juan,Francisco
31091,15.0,15.358028411865234,35.06201272615839,35.97906060091673,34.30326280730799,15.76,francma01,Matt,Franco
31129,4.0,7.767435073852539,13.838572518709945,14.200926630321675,16.627907919941027,6.52,francti01,Tito,Francona
31130,6.0,4.593384742736816,10.913553685861359,11.327364952599225,18.437162489696973,6.24,francti01,Tito,Francona
31298,35.0,39.1975679397583,81.41962483176117,79.37676537144027,73.65008842235346,43.19,fredejo01,Johnny,Frederick
31310,8.0,1.220463752746582,13.80225406412005,11.742050430230059,22.267573734748716,6.09,freedro01,Roger,Freed
31325,27.0,30.527368545532227,72.41874539825034,63.882146647956674,55.417612131926695,30.06,freehbi01,Bill,Freehan
31435,10.0,7.762824058532715,24.693621507727613,23.691890222209757,23.347862336512804,10.77,freesge02,Gene,Freese
31436,0.0,-2.328232765197754,4.129494803599805,5.53307306280815,8.23980200162325,1.68,freesge02,Gene,Freese
31457,1.0,1.6215944290161133,6.5542849142495925,7.620661684909358,12.647131746428549,3.31,fregoji01,Jim,Fregosi
31467,17.0,17.550904273986816,30.139849822776178,31.391089283995,34.59027324454947,15.13,freigho01,Howard,Freigau
31510,6.0,14.193896293640137,13.004534188692148,13.029169521989271,22.894545197889098,5.61,frencla01,Larry,French
31523,9.0,10.805481910705566,16.228179822643828,16.85907729044699,17.9296690736822,6.62,frencwa01,Walt,French
31532,3.0,12.419567108154297,15.331167061126528,14.381730476850041,14.834374062723143,4.65,freybe01,Benny,Frey
31547,6.0,10.347770690917969,15.07838838623486,16.54720679274405,16.979966721477634,6.32,freylo01,Lonny,Frey
31575,3.0,7.354410171508789,10.877603835032708,12.05841234664964,14.309087737049921,2.96,friaspe01,Pepe,Frias
31628,1.0,-1.064957618713379,5.436688769676675,6.385811059340288,6.074408636322794,0.73,frienbo01,Bob,Friend
31748,15.0,14.505120277404785,31.154121069503674,31.137937244963585,29.941746277564373,13.5,fryeje01,Jeff,Frye
31773,55.0,41.32203769683838,92.55830930348186,91.27124846789054,83.72538640341011,41.56,frymatr01,Travis,Fryman
31844,4.0,1.2268810272216797,11.15222565345816,12.32480245715891,13.708065658369208,3.88,fukudko01,Kosuke,Fukudome
31860,22.0,21.88157081604004,39.77976691391286,40.52323940577857,46.167393410614636,27.97,fuldsa01,Sam,Fuld
31903,6.0,15.808841705322266,25.933033990435554,24.659618124286474,27.001777374722934,10.86,fullich01,Chick,Fullis
31911,33.0,40.720333099365234,84.37631311974974,82.62963024347509,79.87489064248179,42.67,fullmbr01,Brad,Fullmer
31952,42.0,30.13035011291504,63.49413521779945,66.64494811566826,58.68692428224089,34.13,fultzda01,Dave,Fultz
32052,6.0,5.634705543518066,12.56088695298984,13.16351266225028,13.823961460639442,4.89,gabrile02,Len,Gabrielson
32098,0.0,-5.9673357009887695,6.373718658481476,7.0182273611799495,8.152510895881203,1.7,gagliph01,Phil,Gagliano
32125,57.0,46.2021369934082,106.28208032560289,104.05030839610507,99.4587747637765,46.3,gagnegr01,Greg,Gagne
32146,23.0,21.137407302856445,31.92933295947575,34.321414066048376,45.34308703653839,23.86,gainede01,Del,Gainer
32265,12.0,20.952014923095703,38.80460012580828,38.91227055779337,43.15804947163748,19.12,gallada01,Dave,Gallagher
32313,1.0,3.629110336303711,10.223172304225926,11.498905461755413,12.188273745994508,3.09,gallemi01,Mike,Gallego
32341,17.0,20.94147491455078,40.03163882076647,41.64275094004594,34.60846330468348,18.59,galloch01,Chick,Galloway
32404,20.0,14.242111206054688,39.76972455586925,38.39981815867564,34.935998004688784,19.23,gamblos01,Oscar,Gamble
32425,60.0,48.626953125,87.5748954921995,93.00831341812062,86.33141553446859,59.53,gandich01,Chick,Gandil
32431,9.0,28.278769493103027,26.88763522558345,31.585313801736376,35.152017799711864,23.61,ganlebo01,Bob,Ganley
32457,18.0,24.709016799926758,46.12308059557009,44.604523613238435,42.90548079962993,23.01,gantnji01,Jim,Gantner
32499,53.0,45.74030685424805,84.512483856247,88.30978407347996,76.15470317205204,48.56,ganzejo01,John,Ganzel
32511,21.0,20.65506076812744,62.055496650171634,55.79069773568855,46.042076820311564,21.26,garagjo01,Joe,Garagiola
32601,18.0,22.241154670715332,49.04989476471272,48.29025237214681,47.0666467284788,26.62,garcida01,Damaso,Garcia
32686,11.0,7.389575958251953,26.805057716470223,28.340807827747362,23.29868648951713,8.78,garcika01,Karim,Garcia
32687,22.0,21.322492599487305,53.417471638747756,54.42874561151913,45.30665186720012,21.17,garcika01,Karim,Garcia
32749,16.0,18.523676872253418,41.547022186788,41.256310456730404,38.573683492446584,16.85,garcino01,Nomar,Garciaparra
32757,9.0,11.805413246154785,23.774359844550595,21.53519282684217,26.753043601928418,11.92,garcipe01,Pedro,Garcia
32808,1.0,5.464780807495117,14.31336290951775,12.935174111341475,16.118200643026483,4.91,gardnbi02,Billy,Gardner
32825,26.0,16.914177894592285,26.79244705539339,27.3877696682395,22.558182733486493,11.51,gardnea01,Earle,Gardner
32864,4.0,9.99256420135498,6.071579219297895,7.605351029204577,10.269510231176909,2.97,gardnla01,Larry,Gardner
32881,1.0,-4.309785842895508,4.310245030537391,5.409892339585646,4.629611478379918,0.63,gardnma01,Mark,Gardner
32963,18.0,22.101743698120117,29.321924929955685,34.775094242822426,40.00607182333442,20.09,garmsde01,Debs,Garms
33024,2.0,3.438568115234375,12.754227505156884,14.581472070438501,14.129464637758414,4.69,garrewa01,Wayne,Garrett
33025,10.0,9.982601165771484,17.426281235896315,19.355193143148796,28.722845021529288,11.3,garrewa01,Wayne,Garrett
33055,3.0,3.797734260559082,10.476823650309349,10.551086945568414,11.470596956152868,3.0,garrra01,Ralph,Garr
33095,9.0,8.037102699279785,16.275775388386833,16.485071281091123,16.99685657465988,5.6,garvest01,Steve,Garvey
33109,1.0,5.379239082336426,6.364769480224389,8.59426343520294,8.893739563685237,1.86,garvine01,Ned,Garvin
33158,9.0,11.477840423583984,23.50024184323881,22.951340060445254,22.388212944644458,9.05,gastoci01,Cito,Gaston
33170,7.0,7.1632280349731445,9.845817782906067,10.56646547725953,11.002534463860975,2.5,gastomi01,Milt,Gaston
33187,38.0,30.179322242736816,61.666884890432854,62.073588592060005,62.74403676203117,32.84,gatesbr01,Brent,Gates
33212,78.0,71.05219268798828,144.85024866947,158.09427281333828,144.53913831675996,78.11,gattiev01,Evan,Gattis
33295,61.0,70.0471601486206,107.30194981033878,111.0862367090831,123.38779674126476,55.36,gedeojo01,Joe,Gedeon
33309,8.0,8.055583000183105,23.218252821173703,22.742772153669016,21.490171982762014,9.05,gedmari01,Rich,Gedman
33358,7.0,10.592183113098145,14.712378097006066,13.51626096753212,16.569710060002876,8.06,gehrich01,Charlie,Gehringer
33417,8.0,8.992432594299316,17.753211528637554,14.276114539100831,15.682732348200172,6.65,gelbech01,Charlie,Gelbert
33418,7.0,14.055676460266113,19.25464912734817,18.631463678496072,33.30184401625066,11.09,gelbech01,Charlie,Gelbert
33437,1.0,6.896158218383789,8.587880710217746,10.192804504691075,9.934984860349942,2.77,genewjo01,Joe,Genewich
33458,4.0,-1.3202018737792969,15.020686023785675,14.289881493717765,15.426529645833053,5.99,gentiji01,Jim,Gentile
